Date,Transaction Type,Amount,Category,Balance,Description
2015-03-04,Withdrawal,1267,Professional Services,7471,Withdrawal for Professional Services
2015-03-04,Withdrawal,1113,Taxes,7324,Withdrawal for Taxes
2015-03-05,Withdrawal,1928,Travel,7426,Withdrawal for Travel
2015-03-06,Deposit,1674,Donations,6142,Deposit for Donations
2015-03-07,Withdrawal,1705,Marketing,11407,Withdrawal for Marketing
2015-03-08,Deposit,1909,Donations,9380,Deposit for Donations
2015-03-10,Deposit,148,Sponsorship,5002,Deposit for Sponsorship
2015-03-12,Withdrawal,2107,Inventory,6944,Withdrawal for Inventory
2015-03-12,Withdrawal,565,Office Supplies,4468,Withdrawal for Office Supplies
2015-03-13,Deposit,1092,Sales,3699,Deposit for Sales
2015-03-14,Deposit,3171,Donations,12551,Deposit for Donations
2015-03-14,Withdrawal,2950,Professional Services,3994,Withdrawal for Professional Services
2015-03-14,Deposit,161,Sales,5163,Deposit for Sales
2015-03-14,Withdrawal,2075,Payroll,5249,Withdrawal for Payroll
2015-03-15,Deposit,1910,Sales,6910,Deposit for Sales
2015-03-16,Withdrawal,1667,Utilities,6463,Withdrawal for Utilities
2015-03-16,Withdrawal,2326,Loan Payments,4584,Withdrawal for Loan Payments
2015-03-16,Deposit,411,Sponsorship,11818,Deposit for Sponsorship
2015-03-20,Withdrawal,1288,Travel,4854,Withdrawal for Travel
2015-03-20,Deposit,3802,Sales,9051,Deposit for Sales
2015-03-22,Withdrawal,397,Payroll,8130,Withdrawal for Payroll
2015-03-22,Deposit,4154,Donations,8738,Deposit for Donations
2015-03-24,Deposit,4080,Sales,10464,Deposit for Sales
2015-03-25,Withdrawal,2556,Memberships,2607,Withdrawal for Memberships
2015-03-25,Withdrawal,1430,Office Supplies,5033,Withdrawal for Office Supplies
2015-03-27,Deposit,561,Sponsorship,13112,Deposit for Sponsorship
2015-03-27,Withdrawal,2464,Utilities,9354,Withdrawal for Utilities
2015-04-01,Withdrawal,231,Memberships,9595,Withdrawal for Memberships
2015-04-03,Deposit,1512,Donations,5774,Deposit for Donations
2015-04-04,Deposit,2084,Donations,6488,Deposit for Donations
2015-04-05,Deposit,2878,Sponsorship,8354,Deposit for Sponsorship
2015-04-06,Deposit,113,Sales,12727,Deposit for Sales
2015-04-06,Withdrawal,2452,Taxes,15014,Withdrawal for Taxes
2015-04-07,Withdrawal,702,Utilities,5786,Withdrawal for Utilities
2015-04-07,Withdrawal,717,Utilities,17466,Withdrawal for Utilities
2015-04-09,Withdrawal,2553,Marketing,11897,Withdrawal for Marketing
2015-04-09,Deposit,1998,Sales,11593,Deposit for Sales
2015-04-11,Withdrawal,564,Inventory,14450,Withdrawal for Inventory
2015-04-14,Withdrawal,1524,Marketing,4262,Withdrawal for Marketing
2015-04-14,Withdrawal,1824,Memberships,8942,Withdrawal for Memberships
2015-04-14,Deposit,1442,Donations,11454,Deposit for Donations
2015-04-14,Deposit,2092,Sales,5476,Deposit for Sales
2015-04-15,Deposit,2951,Sponsorship,18183,Deposit for Sponsorship
2015-04-16,Deposit,2880,Sales,11397,Deposit for Sales
2015-04-17,Deposit,163,Sponsorship,8517,Deposit for Sponsorship
2015-04-20,Deposit,2261,Sales,11203,Deposit for Sales
2015-04-20,Withdrawal,2390,Maintenance,3384,Withdrawal for Maintenance
2015-04-22,Deposit,1411,Donations,12614,Deposit for Donations
2015-04-23,Withdrawal,2360,Marketing,9233,Withdrawal for Marketing
2015-04-24,Withdrawal,2237,Payroll,6996,Withdrawal for Payroll
2015-04-24,Deposit,838,Sales,7834,Deposit for Sales
2015-04-25,Withdrawal,631,Taxes,10766,Withdrawal for Taxes
2015-04-25,Deposit,2178,Donations,10012,Deposit for Donations
2015-04-25,Deposit,2505,Sponsorship,15232,Deposit for Sponsorship
2015-04-27,Withdrawal,2071,Maintenance,9826,Withdrawal for Maintenance
2015-04-27,Withdrawal,596,Office Supplies,4404,Withdrawal for Office Supplies
2015-04-28,Withdrawal,1767,Professional Services,9687,Withdrawal for Professional Services
2015-05-01,Withdrawal,2845,Rent,11475,Withdrawal for Rent
2015-05-03,Withdrawal,2196,Maintenance,15586,Withdrawal for Maintenance
2015-05-04,Deposit,4647,Donations,18785,Deposit for Donations
2015-05-04,Deposit,235,Sponsorship,12562,Deposit for Sponsorship
2015-05-07,Deposit,739,Sponsorship,7672,Deposit for Sponsorship
2015-05-07,Deposit,2560,Sales,18146,Deposit for Sales
2015-05-09,Withdrawal,2649,Marketing,9701,Withdrawal for Marketing
2015-05-10,Withdrawal,670,Payroll,7002,Withdrawal for Payroll
2015-05-10,Deposit,3970,Donations,17331,Deposit for Donations
2015-05-11,Withdrawal,1488,Rent,8213,Withdrawal for Rent
2015-05-11,Withdrawal,1720,Inventory,15611,Withdrawal for Inventory
2015-05-11,Withdrawal,2111,Payroll,20352,Withdrawal for Payroll
2015-05-12,Deposit,1208,Sales,24096,Deposit for Sales
2015-05-12,Deposit,2227,Sales,13361,Deposit for Sales
2015-05-12,Withdrawal,2193,Marketing,2807,Withdrawal for Marketing
2015-05-13,Withdrawal,212,Maintenance,12350,Withdrawal for Maintenance
2015-05-15,Deposit,968,Sales,3775,Deposit for Sales
2015-05-16,Deposit,3991,Donations,10993,Deposit for Donations
2015-05-16,Withdrawal,1633,Travel,22463,Withdrawal for Travel
2015-05-16,Deposit,250,Sponsorship,19742,Deposit for Sponsorship
2015-05-18,Deposit,1334,Sponsorship,12327,Deposit for Sponsorship
2015-05-18,Withdrawal,1978,Payroll,17782,Withdrawal for Payroll
2015-05-19,Withdrawal,1291,Payroll,14320,Withdrawal for Payroll
2015-05-21,Deposit,4742,Sponsorship,22888,Deposit for Sponsorship
2015-05-22,Deposit,2921,Sales,11134,Deposit for Sales
2015-05-24,Withdrawal,173,Loan Payments,11302,Withdrawal for Loan Payments
2015-05-25,Deposit,975,Donations,19760,Deposit for Donations
2015-05-27,Deposit,2836,Sponsorship,14138,Deposit for Sponsorship
2015-05-27,Deposit,3158,Sales,6933,Deposit for Sales
2015-05-28,Withdrawal,860,Memberships,19492,Withdrawal for Memberships
2015-06-02,Deposit,4481,Donations,7166,Deposit for Donations
2015-06-03,Deposit,4292,Sales,0,Deposit for Sales
2015-06-05,Deposit,4805,Donations,5588,Deposit for Donations
2015-06-05,Withdrawal,1077,Office Supplies,783,Withdrawal for Office Supplies
2015-06-05,Withdrawal,1097,Rent,0,Withdrawal for Rent
2015-06-05,Withdrawal,2793,Loan Payments,0,Withdrawal for Loan Payments
2015-06-05,Withdrawal,1872,Taxes,0,Withdrawal for Taxes
2015-06-05,Deposit,2279,Donations,0,Deposit for Donations
2015-06-05,Deposit,914,Sponsorship,694,Deposit for Sponsorship
2015-06-07,Withdrawal,1058,Office Supplies,0,Withdrawal for Office Supplies
2015-06-07,Withdrawal,1577,Professional Services,0,Withdrawal for Professional Services
2015-06-10,Withdrawal,1717,Professional Services,863,Withdrawal for Professional Services
2015-06-10,Withdrawal,2737,Travel,0,Withdrawal for Travel
2015-06-11,Withdrawal,325,Taxes,0,Withdrawal for Taxes
2015-06-11,Withdrawal,2903,Marketing,2685,Withdrawal for Marketing
2015-06-12,Deposit,3369,Sales,0,Deposit for Sales
2015-06-14,Withdrawal,990,Inventory,0,Withdrawal for Inventory
2015-06-15,Withdrawal,1945,Inventory,0,Withdrawal for Inventory
2015-06-17,Withdrawal,2428,Loan Payments,0,Withdrawal for Loan Payments
2015-06-18,Deposit,3447,Sales,0,Deposit for Sales
2015-06-20,Deposit,4054,Sales,0,Deposit for Sales
2015-06-20,Deposit,3473,Sales,0,Deposit for Sales
2015-06-20,Withdrawal,814,Memberships,4186,Withdrawal for Memberships
2015-06-22,Withdrawal,1907,Insurance,0,Withdrawal for Insurance
2015-06-22,Deposit,3046,Donations,10212,Deposit for Donations
2015-06-24,Withdrawal,2372,Travel,0,Withdrawal for Travel
2015-06-25,Withdrawal,1606,Inventory,2580,Withdrawal for Inventory
2015-06-27,Deposit,2857,Sponsorship,1860,Deposit for Sponsorship
2015-06-28,Withdrawal,1083,Insurance,0,Withdrawal for Insurance
2015-06-28,Withdrawal,1504,Taxes,0,Withdrawal for Taxes
2015-07-01,Withdrawal,1530,Marketing,36997,Withdrawal for Marketing
2015-07-02,Deposit,1102,Sales,34180,Deposit for Sales
2015-07-02,Withdrawal,2219,Utilities,31831,Withdrawal for Utilities
2015-07-02,Deposit,2556,Sales,16564,Deposit for Sales
2015-07-04,Withdrawal,2840,Professional Services,2714,Withdrawal for Professional Services
2015-07-06,Deposit,2760,Donations,38527,Deposit for Donations
2015-07-07,Deposit,1021,Donations,3735,Deposit for Donations
2015-07-08,Withdrawal,2547,Loan Payments,25685,Withdrawal for Loan Payments
2015-07-12,Deposit,1599,Sales,5554,Deposit for Sales
2015-07-13,Withdrawal,2089,Memberships,35767,Withdrawal for Memberships
2015-07-13,Deposit,2065,Donations,37856,Deposit for Donations
2015-07-13,Deposit,4017,Sales,30317,Deposit for Sales
2015-07-13,Deposit,2235,Donations,8122,Deposit for Donations
2015-07-13,Withdrawal,1045,Maintenance,3955,Withdrawal for Maintenance
2015-07-14,Withdrawal,2085,Marketing,28232,Withdrawal for Marketing
2015-07-14,Withdrawal,2194,Travel,33078,Withdrawal for Travel
2015-07-16,Deposit,1582,Sales,14008,Deposit for Sales
2015-07-16,Deposit,4304,Donations,12426,Deposit for Donations
2015-07-17,Withdrawal,1725,Memberships,35272,Withdrawal for Memberships
2015-07-18,Deposit,382,Sponsorship,34050,Deposit for Sponsorship
2015-07-18,Withdrawal,683,Memberships,31148,Withdrawal for Memberships
2015-07-19,Withdrawal,778,Maintenance,15786,Withdrawal for Maintenance
2015-07-19,Deposit,2868,Donations,28553,Deposit for Donations
2015-07-20,Deposit,4634,Sponsorship,20420,Deposit for Sponsorship
2015-07-20,Deposit,2152,Sales,5887,Deposit for Sales
2015-07-21,Deposit,2532,Sales,31085,Deposit for Sales
2015-07-22,Deposit,2583,Sponsorship,33668,Deposit for Sponsorship
2015-07-22,Deposit,4643,Sponsorship,35791,Deposit for Sponsorship
2015-07-25,Deposit,3899,Sales,26300,Deposit for Sales
2015-07-26,Deposit,1981,Sponsorship,22401,Deposit for Sponsorship
2015-08-01,Withdrawal,1478,Insurance,19313,Withdrawal for Insurance
2015-08-02,Withdrawal,261,Insurance,10634,Withdrawal for Insurance
2015-08-02,Deposit,4434,Donations,17274,Deposit for Donations
2015-08-03,Deposit,968,Donations,11602,Deposit for Donations
2015-08-04,Withdrawal,2982,Inventory,14292,Withdrawal for Inventory
2015-08-05,Withdrawal,1707,Loan Payments,20922,Withdrawal for Loan Payments
2015-08-05,Deposit,3169,Sales,21877,Deposit for Sales
2015-08-06,Deposit,1970,Sales,13807,Deposit for Sales
2015-08-08,Withdrawal,1797,Travel,24261,Withdrawal for Travel
2015-08-08,Withdrawal,2620,Office Supplies,20791,Withdrawal for Office Supplies
2015-08-10,Withdrawal,688,Inventory,21189,Withdrawal for Inventory
2015-08-12,Deposit,3081,Sponsorship,12052,Deposit for Sponsorship
2015-08-13,Deposit,2133,Sponsorship,7133,Deposit for Sponsorship
2015-08-14,Deposit,1199,Donations,22121,Deposit for Donations
2015-08-14,Deposit,4416,Donations,18708,Deposit for Donations
2015-08-14,Deposit,676,Sales,21865,Deposit for Sales
2015-08-15,Withdrawal,1525,Payroll,11616,Withdrawal for Payroll
2015-08-15,Deposit,4193,Sponsorship,26058,Deposit for Sponsorship
2015-08-17,Withdrawal,666,Inventory,13141,Withdrawal for Inventory
2015-08-17,Deposit,3762,Donations,10895,Deposit for Donations
2015-08-18,Withdrawal,167,Insurance,23411,Withdrawal for Insurance
2015-08-18,Deposit,4444,Sponsorship,13262,Deposit for Sponsorship
2015-08-20,Withdrawal,2784,Taxes,8818,Withdrawal for Taxes
2015-08-20,Withdrawal,683,Office Supplies,23578,Withdrawal for Office Supplies
2015-08-20,Withdrawal,1376,Inventory,22629,Withdrawal for Inventory
2015-08-20,Withdrawal,2645,Marketing,8971,Withdrawal for Marketing
2015-08-22,Deposit,2444,Sponsorship,21757,Deposit for Sponsorship
2015-08-23,Deposit,2248,Sponsorship,24005,Deposit for Sponsorship
2015-08-28,Withdrawal,1425,Memberships,11837,Withdrawal for Memberships
2015-08-28,Deposit,788,Sponsorship,12840,Deposit for Sponsorship
2015-09-01,Deposit,1638,Sales,9346,Deposit for Sales
2015-09-02,Withdrawal,1635,Professional Services,24655,Withdrawal for Professional Services
2015-09-03,Deposit,1517,Sponsorship,10705,Deposit for Sponsorship
2015-09-05,Withdrawal,2308,Rent,6566,Withdrawal for Rent
2015-09-05,Withdrawal,2859,Maintenance,8874,Withdrawal for Maintenance
2015-09-07,Deposit,4716,Donations,2402,Deposit for Donations
2015-09-08,Deposit,4454,Sales,29109,Deposit for Sales
2015-09-08,Deposit,3435,Sponsorship,12781,Deposit for Sponsorship
2015-09-09,Deposit,466,Sales,7708,Deposit for Sales
2015-09-11,Deposit,2077,Sales,21438,Deposit for Sales
2015-09-12,Withdrawal,1648,Maintenance,4809,Withdrawal for Maintenance
2015-09-12,Withdrawal,1728,Loan Payments,0,Withdrawal for Loan Payments
2015-09-13,Deposit,2236,Sales,11224,Deposit for Sales
2015-09-14,Deposit,4840,Sponsorship,7242,Deposit for Sponsorship
2015-09-16,Deposit,3150,Sponsorship,19361,Deposit for Sponsorship
2015-09-17,Withdrawal,1048,Maintenance,11733,Withdrawal for Maintenance
2015-09-19,Deposit,4852,Donations,26290,Deposit for Donations
2015-09-20,Withdrawal,2591,Rent,2836,Withdrawal for Rent
2015-09-20,Deposit,2622,Sales,9188,Deposit for Sales
2015-09-20,Deposit,1844,Sales,8988,Deposit for Sales
2015-09-21,Withdrawal,507,Professional Services,4493,Withdrawal for Professional Services
2015-09-22,Withdrawal,962,Insurance,965,Withdrawal for Insurance
2015-09-23,Deposit,4987,Sales,16211,Deposit for Sales
2015-09-23,Withdrawal,2882,Taxes,1927,Withdrawal for Taxes
2015-09-24,Deposit,3074,Donations,5427,Deposit for Donations
2015-09-25,Withdrawal,1551,Maintenance,0,Withdrawal for Maintenance
2015-09-25,Withdrawal,1332,Marketing,7144,Withdrawal for Marketing
2015-09-26,Deposit,3621,Sponsorship,6457,Deposit for Sponsorship
2015-09-27,Withdrawal,2140,Travel,2353,Withdrawal for Travel
2015-09-28,Withdrawal,2229,Payroll,8476,Withdrawal for Payroll
2015-10-03,Withdrawal,933,Inventory,10171,Withdrawal for Inventory
2015-10-06,Deposit,4873,Donations,8995,Deposit for Donations
2015-10-07,Withdrawal,2455,Insurance,9907,Withdrawal for Insurance
2015-10-07,Withdrawal,2289,Office Supplies,15711,Withdrawal for Office Supplies
2015-10-07,Deposit,2109,Sales,11104,Deposit for Sales
2015-10-08,Withdrawal,712,Travel,6414,Withdrawal for Travel
2015-10-10,Deposit,2557,Donations,11468,Deposit for Donations
2015-10-12,Withdrawal,2292,Loan Payments,4122,Withdrawal for Loan Payments
2015-10-12,Withdrawal,1040,Utilities,14049,Withdrawal for Utilities
2015-10-12,Withdrawal,1984,Taxes,13727,Withdrawal for Taxes
2015-10-13,Deposit,3065,Donations,8065,Deposit for Donations
2015-10-16,Withdrawal,2781,Taxes,7126,Withdrawal for Taxes
2015-10-17,Withdrawal,2414,Maintenance,8911,Withdrawal for Maintenance
2015-10-18,Withdrawal,2362,Loan Payments,5185,Withdrawal for Loan Payments
2015-10-19,Withdrawal,1063,Utilities,8089,Withdrawal for Utilities
2015-10-19,Deposit,4601,Donations,11325,Deposit for Donations
2015-10-19,Withdrawal,1365,Marketing,12362,Withdrawal for Marketing
2015-10-20,Deposit,2100,Sales,13568,Deposit for Sales
2015-10-20,Withdrawal,1214,Travel,18000,Withdrawal for Travel
2015-10-21,Deposit,4561,Donations,12626,Deposit for Donations
2015-10-21,Deposit,872,Sponsorship,15089,Deposit for Sponsorship
2015-10-21,Withdrawal,2624,Inventory,7547,Withdrawal for Inventory
2015-10-22,Deposit,649,Donations,14217,Deposit for Donations
2015-10-22,Deposit,1244,Sales,6724,Deposit for Sales
2015-10-22,Withdrawal,2415,Utilities,5674,Withdrawal for Utilities
2015-10-23,Withdrawal,2866,Inventory,9760,Withdrawal for Inventory
2015-10-24,Withdrawal,194,Taxes,5480,Withdrawal for Taxes
2015-10-25,Deposit,3805,Sales,19214,Deposit for Sales
2015-10-26,Withdrawal,608,Professional Services,9152,Withdrawal for Professional Services
2015-10-27,Deposit,1360,Donations,15409,Deposit for Donations
2015-11-02,Withdrawal,1766,Inventory,25319,Withdrawal for Inventory
2015-11-02,Withdrawal,674,Office Supplies,5466,Withdrawal for Office Supplies
2015-11-04,Deposit,3971,Donations,18593,Deposit for Donations
2015-11-05,Deposit,4266,Sales,29933,Deposit for Sales
2015-11-07,Withdrawal,2815,Insurance,29202,Withdrawal for Insurance
2015-11-07,Withdrawal,106,Taxes,7499,Withdrawal for Taxes
2015-11-08,Deposit,377,Sales,25223,Deposit for Sales
2015-11-08,Deposit,4763,Sponsorship,23356,Deposit for Sponsorship
2015-11-08,Deposit,4210,Sponsorship,14622,Deposit for Sponsorship
2015-11-11,Withdrawal,1372,Marketing,32017,Withdrawal for Marketing
2015-11-12,Withdrawal,433,Marketing,5033,Withdrawal for Marketing
2015-11-12,Deposit,531,Sponsorship,23133,Deposit for Sponsorship
2015-11-12,Withdrawal,314,Utilities,4686,Withdrawal for Utilities
2015-11-12,Deposit,1606,Sponsorship,10213,Deposit for Sponsorship
2015-11-13,Deposit,3439,Sponsorship,26572,Deposit for Sponsorship
2015-11-14,Withdrawal,2577,Loan Payments,26625,Withdrawal for Loan Payments
2015-11-16,Withdrawal,2621,Office Supplies,22602,Withdrawal for Office Supplies
2015-11-18,Deposit,459,Sponsorship,5145,Deposit for Sponsorship
2015-11-19,Withdrawal,862,Marketing,7605,Withdrawal for Marketing
2015-11-19,Deposit,3434,Sponsorship,8467,Deposit for Sponsorship
2015-11-19,Deposit,199,Sales,10412,Deposit for Sales
2015-11-20,Deposit,995,Donations,6140,Deposit for Donations
2015-11-21,Deposit,3729,Sponsorship,27085,Deposit for Sponsorship
2015-11-22,Withdrawal,2100,Maintenance,28744,Withdrawal for Maintenance
2015-11-23,Deposit,1108,Donations,8607,Deposit for Donations
2015-11-23,Deposit,4272,Sales,30844,Deposit for Sales
2015-11-26,Withdrawal,473,Payroll,24846,Withdrawal for Payroll
2015-11-26,Withdrawal,2452,Travel,25667,Withdrawal for Travel
2015-11-26,Deposit,3456,Sales,33389,Deposit for Sales
2015-11-28,Withdrawal,625,Travel,28119,Withdrawal for Travel
2015-12-03,Withdrawal,2998,Marketing,20307,Withdrawal for Marketing
2015-12-04,Deposit,2866,Donations,7332,Deposit for Donations
2015-12-04,Deposit,2116,Sales,17924,Deposit for Sales
2015-12-05,Deposit,864,Sponsorship,21171,Deposit for Sponsorship
2015-12-05,Deposit,1632,Sales,19120,Deposit for Sales
2015-12-07,Withdrawal,2860,Taxes,19620,Withdrawal for Taxes
2015-12-07,Withdrawal,2492,Memberships,11464,Withdrawal for Memberships
2015-12-11,Withdrawal,397,Inventory,9591,Withdrawal for Inventory
2015-12-12,Withdrawal,1700,Taxes,19471,Withdrawal for Taxes
2015-12-12,Withdrawal,403,Professional Services,0,Withdrawal for Professional Services
2015-12-13,Withdrawal,2817,Marketing,2183,Withdrawal for Marketing
2015-12-13,Withdrawal,1016,Office Supplies,12951,Withdrawal for Office Supplies
2015-12-14,Withdrawal,1313,Taxes,870,Withdrawal for Taxes
2015-12-16,Deposit,3906,Sales,14704,Deposit for Sales
2015-12-16,Deposit,758,Donations,8090,Deposit for Donations
2015-12-18,Deposit,2301,Sales,1407,Deposit for Sales
2015-12-18,Deposit,4858,Sponsorship,22782,Deposit for Sponsorship
2015-12-19,Deposit,4365,Donations,13956,Deposit for Donations
2015-12-19,Withdrawal,2379,Payroll,16741,Withdrawal for Payroll
2015-12-20,Withdrawal,1839,Utilities,11112,Withdrawal for Utilities
2015-12-21,Deposit,2503,Donations,13967,Deposit for Donations
2015-12-21,Deposit,2784,Sales,17488,Deposit for Sales
2015-12-23,Deposit,3059,Sales,4466,Deposit for Sales
2015-12-23,Withdrawal,2891,Maintenance,5199,Withdrawal for Maintenance
2015-12-23,Withdrawal,933,Rent,15808,Withdrawal for Rent
2015-12-25,Deposit,3685,Donations,23305,Deposit for Donations
2015-12-25,Deposit,4789,Sales,9988,Deposit for Sales
2015-12-27,Withdrawal,314,Payroll,10798,Withdrawal for Payroll
2015-12-28,Withdrawal,1361,Insurance,0,Withdrawal for Insurance
2015-12-28,Withdrawal,302,Memberships,22480,Withdrawal for Memberships
2016-01-02,Deposit,3027,Sponsorship,14651,Deposit for Sponsorship
2016-01-02,Deposit,2420,Donations,8561,Deposit for Donations
2016-01-04,Deposit,828,Sales,19384,Deposit for Sales
2016-01-04,Deposit,166,Sales,9157,Deposit for Sales
2016-01-05,Deposit,2590,Sponsorship,18152,Deposit for Sponsorship
2016-01-05,Deposit,1365,Sales,4704,Deposit for Sales
2016-01-06,Withdrawal,768,Taxes,18616,Withdrawal for Taxes
2016-01-07,Withdrawal,1054,Maintenance,6141,Withdrawal for Maintenance
2016-01-07,Withdrawal,935,Payroll,21271,Withdrawal for Payroll
2016-01-07,Deposit,3582,Donations,18233,Deposit for Donations
2016-01-07,Deposit,2006,Donations,11163,Deposit for Donations
2016-01-09,Deposit,3556,Donations,13533,Deposit for Donations
2016-01-10,Deposit,748,Sales,7195,Deposit for Sales
2016-01-10,Withdrawal,2569,Utilities,15760,Withdrawal for Utilities
2016-01-11,Withdrawal,1702,Memberships,21148,Withdrawal for Memberships
2016-01-13,Withdrawal,2452,Marketing,11081,Withdrawal for Marketing
2016-01-14,Withdrawal,287,Taxes,18329,Withdrawal for Taxes
2016-01-15,Deposit,3973,Sponsorship,22206,Deposit for Sponsorship
2016-01-15,Withdrawal,1661,Taxes,3339,Withdrawal for Taxes
2016-01-15,Deposit,3451,Sponsorship,24722,Deposit for Sponsorship
2016-01-15,Withdrawal,2592,Loan Payments,18556,Withdrawal for Loan Payments
2016-01-17,Deposit,4909,Sponsorship,16072,Deposit for Sponsorship
2016-01-18,Withdrawal,1872,Taxes,22850,Withdrawal for Taxes
2016-01-20,Withdrawal,198,Maintenance,15562,Withdrawal for Maintenance
2016-01-21,Withdrawal,258,Office Supplies,15814,Withdrawal for Office Supplies
2016-01-22,Withdrawal,1729,Office Supplies,11624,Withdrawal for Office Supplies
2016-01-22,Withdrawal,2461,Insurance,13353,Withdrawal for Insurance
2016-01-23,Deposit,1416,Sales,9977,Deposit for Sales
2016-01-24,Deposit,1743,Donations,6447,Deposit for Donations
2016-01-25,Withdrawal,2090,Utilities,8991,Withdrawal for Utilities
2016-02-02,Withdrawal,983,Inventory,30267,Withdrawal for Inventory
2016-02-02,Withdrawal,1940,Office Supplies,27183,Withdrawal for Office Supplies
2016-02-02,Withdrawal,187,Travel,19842,Withdrawal for Travel
2016-02-03,Withdrawal,584,Inventory,22362,Withdrawal for Inventory
2016-02-03,Withdrawal,2815,Insurance,5873,Withdrawal for Insurance
2016-02-04,Deposit,1989,Donations,25017,Deposit for Donations
2016-02-04,Deposit,2727,Sponsorship,9936,Deposit for Sponsorship
2016-02-06,Deposit,1457,Sales,19012,Deposit for Sales
2016-02-07,Withdrawal,668,Utilities,4332,Withdrawal for Utilities
2016-02-08,Withdrawal,901,Memberships,10454,Withdrawal for Memberships
2016-02-09,Deposit,2169,Sponsorship,29123,Deposit for Sponsorship
2016-02-10,Deposit,1064,Sponsorship,27718,Deposit for Sponsorship
2016-02-10,Withdrawal,1766,Insurance,8688,Withdrawal for Insurance
2016-02-12,Deposit,1716,Donations,16143,Deposit for Donations
2016-02-14,Deposit,1412,Donations,17555,Deposit for Donations
2016-02-14,Deposit,1915,Donations,26654,Deposit for Donations
2016-02-16,Deposit,3186,Sponsorship,23028,Deposit for Sponsorship
2016-02-16,Deposit,3934,Sponsorship,22946,Deposit for Sponsorship
2016-02-17,Deposit,4491,Donations,14427,Deposit for Donations
2016-02-17,Withdrawal,638,Professional Services,7209,Withdrawal for Professional Services
2016-02-20,Deposit,4181,Sales,8513,Deposit for Sales
2016-02-22,Withdrawal,2333,Professional Services,20029,Withdrawal for Professional Services
2016-02-23,Withdrawal,1091,Travel,4782,Withdrawal for Travel
2016-02-23,Deposit,1937,Sales,26954,Deposit for Sales
2016-02-23,Withdrawal,1098,Marketing,7847,Withdrawal for Marketing
2016-02-24,Deposit,2842,Sponsorship,11355,Deposit for Sponsorship
2016-02-26,Withdrawal,2444,Maintenance,24739,Withdrawal for Maintenance
2016-02-26,Deposit,517,Sponsorship,31250,Deposit for Sponsorship
2016-02-26,Deposit,3015,Sales,30733,Deposit for Sales
2016-02-28,Deposit,4163,Sales,8945,Deposit for Sales
2016-03-01,Withdrawal,1269,Travel,8763,Withdrawal for Travel
2016-03-02,Withdrawal,154,Travel,10711,Withdrawal for Travel
2016-03-02,Deposit,316,Donations,7954,Deposit for Donations
2016-03-04,Deposit,555,Sales,10032,Deposit for Sales
2016-03-05,Deposit,522,Donations,5522,Deposit for Donations
2016-03-05,Deposit,2576,Donations,8065,Deposit for Donations
2016-03-06,Deposit,1831,Donations,14112,Deposit for Donations
2016-03-06,Deposit,2136,Sponsorship,12281,Deposit for Sponsorship
2016-03-08,Deposit,2409,Sales,10363,Deposit for Sales
2016-03-09,Deposit,1768,Donations,8580,Deposit for Donations
2016-03-11,Withdrawal,1717,Travel,7046,Withdrawal for Travel
2016-03-13,Deposit,2216,Sponsorship,10145,Deposit for Sponsorship
2016-03-13,Withdrawal,1557,Insurance,9154,Withdrawal for Insurance
2016-03-15,Withdrawal,2233,Payroll,6349,Withdrawal for Payroll
2016-03-16,Withdrawal,684,Loan Payments,7381,Withdrawal for Loan Payments
2016-03-16,Withdrawal,1942,Maintenance,5927,Withdrawal for Maintenance
2016-03-17,Withdrawal,1816,Marketing,6812,Withdrawal for Marketing
2016-03-19,Deposit,557,Sponsorship,9137,Deposit for Sponsorship
2016-03-20,Withdrawal,2494,Insurance,7869,Withdrawal for Insurance
2016-03-23,Withdrawal,526,Memberships,8628,Withdrawal for Memberships
2016-03-24,Deposit,112,Sponsorship,5489,Deposit for Sponsorship
2016-03-25,Deposit,4210,Sponsorship,10137,Deposit for Sponsorship
2016-03-25,Withdrawal,660,Office Supplies,9477,Withdrawal for Office Supplies
2016-03-25,Withdrawal,2399,Utilities,4647,Withdrawal for Utilities
2016-03-25,Deposit,3935,Sales,8582,Deposit for Sales
2016-03-26,Deposit,1626,Sales,7148,Deposit for Sales
2016-03-26,Withdrawal,1499,Inventory,7638,Withdrawal for Inventory
2016-03-27,Withdrawal,1771,Rent,5377,Withdrawal for Rent
2016-03-28,Deposit,1580,Donations,7929,Deposit for Donations
2016-03-28,Deposit,3484,Sales,10865,Deposit for Sales
2016-04-01,Deposit,1940,Donations,21425,Deposit for Donations
2016-04-02,Withdrawal,625,Payroll,9931,Withdrawal for Payroll
2016-04-05,Deposit,2357,Donations,18771,Deposit for Donations
2016-04-06,Deposit,603,Sponsorship,11976,Deposit for Sponsorship
2016-04-07,Deposit,3953,Sales,25260,Deposit for Sales
2016-04-08,Deposit,454,Donations,29332,Deposit for Donations
2016-04-09,Withdrawal,1602,Insurance,6580,Withdrawal for Insurance
2016-04-10,Deposit,4364,Sponsorship,10556,Deposit for Sponsorship
2016-04-10,Deposit,2531,Donations,16414,Deposit for Donations
2016-04-11,Deposit,1442,Sales,11373,Deposit for Sales
2016-04-11,Deposit,3519,Sponsorship,32654,Deposit for Sponsorship
2016-04-11,Withdrawal,2573,Travel,18852,Withdrawal for Travel
2016-04-11,Deposit,2708,Sponsorship,19485,Deposit for Sponsorship
