Date,Transaction Type,Amount,Category,Balance,Description
2019-02-09,Deposit,2842,Donations,8270,Deposit for Donations
2019-02-10,Deposit,3063,Sponsorship,11333,Deposit for Sponsorship
2019-02-11,Deposit,4505,Sales,33220,Deposit for Sales
2019-02-11,Deposit,1666,Sales,14308,Deposit for Sales
2019-02-12,Deposit,1400,Sales,28715,Deposit for Sales
2019-02-13,Deposit,2599,Sponsorship,16907,Deposit for Sponsorship
2019-02-13,Withdrawal,2650,Utilities,7157,Withdrawal for Utilities
2019-02-18,Withdrawal,2888,Marketing,5428,Withdrawal for Marketing
2019-02-18,Withdrawal,699,Rent,16208,Withdrawal for Rent
2019-02-19,Withdrawal,2970,Payroll,9251,Withdrawal for Payroll
2019-02-20,Withdrawal,2751,Taxes,10327,Withdrawal for Taxes
2019-02-21,Deposit,4054,Sales,13078,Deposit for Sales
2019-02-21,Deposit,271,Donations,7428,Deposit for Donations
2019-02-21,Deposit,3659,Donations,27315,Deposit for Donations
2019-02-23,Deposit,3653,Sponsorship,23656,Deposit for Sponsorship
2019-02-24,Deposit,573,Sales,11906,Deposit for Sales
2019-02-24,Deposit,4024,Sponsorship,9024,Deposit for Sponsorship
2019-02-24,Deposit,556,Sales,9807,Deposit for Sales
2019-02-24,Deposit,3795,Sales,20003,Deposit for Sales
2019-02-25,Deposit,3781,Donations,16429,Deposit for Donations
2019-02-27,Deposit,742,Sponsorship,12648,Deposit for Sponsorship
2019-02-28,Withdrawal,1056,Loan Payments,12642,Withdrawal for Loan Payments
2019-03-01,Withdrawal,2291,Insurance,4138,Withdrawal for Insurance
2019-03-03,Deposit,1386,Donations,6041,Deposit for Donations
2019-03-04,Deposit,955,Donations,5995,Deposit for Donations
2019-03-04,Deposit,2522,Donations,8582,Deposit for Donations
2019-03-05,Withdrawal,2871,Maintenance,2046,Withdrawal for Maintenance
2019-03-06,Deposit,1788,Sponsorship,9029,Deposit for Sponsorship
2019-03-09,Deposit,3622,Donations,6485,Deposit for Donations
2019-03-11,Withdrawal,225,Professional Services,5770,Withdrawal for Professional Services
2019-03-12,Deposit,3103,Donations,7241,Deposit for Donations
2019-03-13,Deposit,4326,Sales,6372,Deposit for Sales
2019-03-14,Withdrawal,1302,Loan Payments,7280,Withdrawal for Loan Payments
2019-03-15,Deposit,2592,Donations,7161,Deposit for Donations
2019-03-15,Withdrawal,2364,Professional Services,4123,Withdrawal for Professional Services
2019-03-16,Withdrawal,521,Loan Payments,5249,Withdrawal for Loan Payments
2019-03-17,Deposit,2205,Donations,6328,Deposit for Donations
2019-03-17,Withdrawal,1759,Marketing,4569,Withdrawal for Marketing
2019-03-20,Withdrawal,2412,Rent,3355,Withdrawal for Rent
2019-03-21,Withdrawal,1124,Professional Services,4917,Withdrawal for Professional Services
2019-03-22,Deposit,429,Sales,4655,Deposit for Sales
2019-03-22,Deposit,2379,Sales,8370,Deposit for Sales
2019-03-23,Withdrawal,1025,Inventory,2330,Withdrawal for Inventory
2019-03-23,Withdrawal,1170,Office Supplies,5991,Withdrawal for Office Supplies
2019-03-23,Withdrawal,2310,Loan Payments,6060,Withdrawal for Loan Payments
2019-03-24,Deposit,1253,Sponsorship,8533,Deposit for Sponsorship
2019-03-24,Withdrawal,1445,Payroll,5040,Withdrawal for Payroll
2019-03-26,Deposit,1896,Sponsorship,4226,Deposit for Sponsorship
2019-03-26,Deposit,518,Sales,5767,Deposit for Sales
2019-03-26,Withdrawal,2137,Inventory,2863,Withdrawal for Inventory
2019-03-26,Deposit,115,Donations,6487,Deposit for Donations
2019-03-28,Withdrawal,2104,Loan Payments,6429,Withdrawal for Loan Payments
2019-04-01,Deposit,4426,Donations,8082,Deposit for Donations
2019-04-01,Withdrawal,2071,Payroll,6534,Withdrawal for Payroll
2019-04-01,Withdrawal,2245,Utilities,0,Withdrawal for Utilities
2019-04-02,Deposit,4727,Donations,8605,Deposit for Donations
2019-04-02,Withdrawal,2195,Payroll,0,Withdrawal for Payroll
2019-04-03,Withdrawal,1741,Marketing,1177,Withdrawal for Marketing
2019-04-05,Deposit,3232,Sponsorship,3528,Deposit for Sponsorship
2019-04-05,Deposit,695,Donations,2331,Deposit for Donations
2019-04-05,Withdrawal,370,Utilities,5152,Withdrawal for Utilities
2019-04-06,Withdrawal,1014,Loan Payments,1636,Withdrawal for Loan Payments
2019-04-06,Deposit,1568,Sales,1205,Deposit for Sales
2019-04-08,Withdrawal,1436,Utilities,0,Withdrawal for Utilities
2019-04-09,Withdrawal,2653,Memberships,1214,Withdrawal for Memberships
2019-04-11,Withdrawal,1428,Travel,0,Withdrawal for Travel
2019-04-12,Withdrawal,513,Payroll,296,Withdrawal for Payroll
2019-04-13,Withdrawal,958,Memberships,5576,Withdrawal for Memberships
2019-04-14,Deposit,822,Donations,0,Deposit for Donations
2019-04-14,Withdrawal,1709,Payroll,3867,Withdrawal for Payroll
2019-04-14,Withdrawal,1415,Memberships,5522,Withdrawal for Memberships
2019-04-16,Withdrawal,610,Inventory,2918,Withdrawal for Inventory
2019-04-17,Withdrawal,1344,Rent,3656,Withdrawal for Rent
2019-04-20,Withdrawal,1274,Payroll,3878,Withdrawal for Payroll
2019-04-20,Withdrawal,763,Travel,5057,Withdrawal for Travel
2019-04-21,Withdrawal,2472,Loan Payments,0,Withdrawal for Loan Payments
2019-04-22,Withdrawal,2262,Office Supplies,5820,Withdrawal for Office Supplies
2019-04-24,Withdrawal,987,Insurance,0,Withdrawal for Insurance
2019-04-25,Withdrawal,2407,Memberships,2650,Withdrawal for Memberships
2019-04-26,Deposit,4606,Sponsorship,6937,Deposit for Sponsorship
2019-04-27,Deposit,618,Sponsorship,1832,Deposit for Sponsorship
2019-04-27,Withdrawal,396,Insurance,809,Withdrawal for Insurance
2019-05-01,Deposit,640,Sales,6833,Deposit for Sales
2019-05-01,Withdrawal,1329,Taxes,3407,Withdrawal for Taxes
2019-05-02,Withdrawal,2028,Loan Payments,2984,Withdrawal for Loan Payments
2019-05-04,Withdrawal,1230,Marketing,1189,Withdrawal for Marketing
2019-05-05,Deposit,2002,Donations,7710,Deposit for Donations
2019-05-06,Deposit,2019,Sponsorship,6546,Deposit for Sponsorship
2019-05-07,Withdrawal,2504,Rent,2905,Withdrawal for Rent
2019-05-08,Deposit,2657,Sponsorship,3846,Deposit for Sponsorship
2019-05-08,Deposit,2392,Donations,4482,Deposit for Donations
2019-05-09,Withdrawal,2116,Professional Services,789,Withdrawal for Professional Services
2019-05-10,Withdrawal,168,Loan Payments,13042,Withdrawal for Loan Payments
2019-05-10,Deposit,1301,Donations,2090,Deposit for Donations
2019-05-10,Withdrawal,1534,Memberships,5012,Withdrawal for Memberships
2019-05-10,Deposit,3490,Sponsorship,13210,Deposit for Sponsorship
2019-05-12,Deposit,681,Donations,4527,Deposit for Donations
2019-05-13,Deposit,3606,Sponsorship,12501,Deposit for Sponsorship
2019-05-13,Withdrawal,240,Payroll,1065,Withdrawal for Payroll
2019-05-14,Withdrawal,2781,Insurance,9720,Withdrawal for Insurance
2019-05-14,Deposit,1752,Donations,4736,Deposit for Donations
2019-05-15,Deposit,3510,Sponsorship,5708,Deposit for Sponsorship
2019-05-15,Withdrawal,720,Inventory,4280,Withdrawal for Inventory
2019-05-17,Deposit,2436,Donations,14050,Deposit for Donations
2019-05-18,Deposit,2062,Donations,8895,Deposit for Donations
2019-05-18,Withdrawal,1428,Loan Payments,11614,Withdrawal for Loan Payments
2019-05-19,Deposit,2786,Donations,6193,Deposit for Donations
2019-05-23,Withdrawal,2975,Utilities,1305,Withdrawal for Utilities
2019-05-24,Deposit,1133,Sales,2198,Deposit for Sales
2019-05-25,Withdrawal,2301,Payroll,5409,Withdrawal for Payroll
2019-05-25,Withdrawal,2063,Taxes,2419,Withdrawal for Taxes
2019-05-28,Deposit,4014,Donations,18064,Deposit for Donations
2019-06-01,Deposit,2846,Sponsorship,27082,Deposit for Sponsorship
2019-06-02,Withdrawal,882,Loan Payments,19562,Withdrawal for Loan Payments
2019-06-03,Withdrawal,1204,Maintenance,23588,Withdrawal for Maintenance
2019-06-03,Deposit,2880,Donations,23178,Deposit for Donations
2019-06-04,Deposit,3835,Sponsorship,24998,Deposit for Sponsorship
2019-06-06,Withdrawal,1933,Maintenance,5446,Withdrawal for Maintenance
2019-06-06,Deposit,2222,Sponsorship,7668,Deposit for Sponsorship
2019-06-07,Withdrawal,105,Rent,5859,Withdrawal for Rent
2019-06-08,Withdrawal,2077,Memberships,13857,Withdrawal for Memberships
2019-06-09,Deposit,4413,Donations,26737,Deposit for Donations
2019-06-09,Withdrawal,1345,Office Supplies,18654,Withdrawal for Office Supplies
2019-06-10,Deposit,1960,Sponsorship,19999,Deposit for Sponsorship
2019-06-11,Withdrawal,1505,Taxes,22083,Withdrawal for Taxes
2019-06-11,Deposit,1790,Sales,20444,Deposit for Sales
2019-06-13,Deposit,2271,Sales,16128,Deposit for Sales
2019-06-13,Withdrawal,2674,Office Supplies,22324,Withdrawal for Office Supplies
2019-06-13,Deposit,1520,Sales,7379,Deposit for Sales
2019-06-14,Withdrawal,965,Inventory,20298,Withdrawal for Inventory
2019-06-15,Withdrawal,418,Loan Payments,8814,Withdrawal for Loan Payments
2019-06-16,Withdrawal,820,Insurance,21263,Withdrawal for Insurance
2019-06-17,Deposit,3211,Donations,24236,Deposit for Donations
2019-06-19,Deposit,4009,Donations,15934,Deposit for Donations
2019-06-19,Deposit,1911,Sales,18039,Deposit for Sales
2019-06-21,Deposit,1463,Sponsorship,21025,Deposit for Sponsorship
2019-06-23,Withdrawal,2850,Memberships,5964,Withdrawal for Memberships
2019-06-24,Deposit,4232,Sales,9232,Deposit for Sales
2019-06-24,Withdrawal,2611,Professional Services,24792,Withdrawal for Professional Services
2019-06-27,Withdrawal,2015,Inventory,21163,Withdrawal for Inventory
2019-06-28,Deposit,321,Sponsorship,27403,Deposit for Sponsorship
2019-06-28,Deposit,4257,Sponsorship,11925,Deposit for Sponsorship
2019-07-02,Deposit,1382,Sales,13621,Deposit for Sales
2019-07-03,Withdrawal,2715,Insurance,6044,Withdrawal for Insurance
2019-07-04,Withdrawal,2178,Marketing,3706,Withdrawal for Marketing
2019-07-04,Deposit,4228,Sales,11165,Deposit for Sales
2019-07-05,Withdrawal,1403,Office Supplies,12239,Withdrawal for Office Supplies
2019-07-07,Deposit,2068,Donations,12471,Deposit for Donations
2019-07-09,Withdrawal,1437,Taxes,9758,Withdrawal for Taxes
2019-07-10,Withdrawal,2107,Travel,9058,Withdrawal for Travel
2019-07-11,Withdrawal,1320,Maintenance,12301,Withdrawal for Maintenance
2019-07-11,Withdrawal,2857,Travel,8586,Withdrawal for Travel
2019-07-11,Deposit,3468,Donations,10403,Deposit for Donations
2019-07-12,Deposit,3229,Sponsorship,6935,Deposit for Sponsorship
2019-07-12,Withdrawal,160,Inventory,5884,Withdrawal for Inventory
2019-07-12,Deposit,3867,Sponsorship,13645,Deposit for Sponsorship
2019-07-14,Deposit,3952,Sales,11443,Deposit for Sales
2019-07-19,Withdrawal,262,Utilities,14317,Withdrawal for Utilities
2019-07-19,Deposit,2609,Sales,11195,Deposit for Sales
2019-07-19,Deposit,3332,Sales,13642,Deposit for Sales
2019-07-20,Withdrawal,1087,Marketing,9778,Withdrawal for Marketing
2019-07-21,Withdrawal,1306,Professional Services,10995,Withdrawal for Professional Services
2019-07-22,Deposit,1043,Sales,7491,Deposit for Sales
2019-07-22,Withdrawal,2170,Maintenance,6448,Withdrawal for Maintenance
2019-07-23,Deposit,2438,Donations,14579,Deposit for Donations
2019-07-23,Deposit,1937,Sponsorship,6937,Deposit for Sponsorship
2019-07-24,Withdrawal,1559,Office Supplies,10865,Withdrawal for Office Supplies
2019-07-24,Withdrawal,2236,Insurance,8759,Withdrawal for Insurance
2019-07-25,Withdrawal,330,Travel,12141,Withdrawal for Travel
2019-07-26,Withdrawal,1893,Marketing,12424,Withdrawal for Marketing
2019-07-27,Deposit,552,Sales,10310,Deposit for Sales
2019-07-28,Withdrawal,440,Loan Payments,8618,Withdrawal for Loan Payments
2019-08-01,Deposit,496,Sales,3977,Deposit for Sales
2019-08-02,Withdrawal,768,Maintenance,34301,Withdrawal for Maintenance
2019-08-06,Withdrawal,880,Rent,24231,Withdrawal for Rent
2019-08-06,Deposit,2732,Donations,26963,Deposit for Donations
2019-08-08,Deposit,4196,Donations,21559,Deposit for Donations
2019-08-08,Withdrawal,2314,Professional Services,17357,Withdrawal for Professional Services
2019-08-10,Deposit,428,Sales,21987,Deposit for Sales
2019-08-11,Deposit,3599,Sponsorship,42775,Deposit for Sponsorship
2019-08-12,Deposit,3841,Sponsorship,33209,Deposit for Sponsorship
2019-08-12,Deposit,3804,Sponsorship,46579,Deposit for Sponsorship
2019-08-14,Deposit,4352,Donations,9962,Deposit for Donations
2019-08-14,Deposit,113,Sponsorship,6104,Deposit for Sponsorship
2019-08-17,Withdrawal,1219,Maintenance,17363,Withdrawal for Maintenance
2019-08-17,Withdrawal,1705,Payroll,5991,Withdrawal for Payroll
2019-08-17,Withdrawal,1038,Professional Services,11808,Withdrawal for Professional Services
2019-08-17,Deposit,2884,Sponsorship,12846,Deposit for Sponsorship
2019-08-17,Deposit,3719,Donations,7696,Deposit for Donations
2019-08-19,Withdrawal,2752,Marketing,31549,Withdrawal for Marketing
2019-08-20,Deposit,3124,Donations,25111,Deposit for Donations
2019-08-21,Withdrawal,1063,Inventory,3481,Withdrawal for Inventory
2019-08-22,Deposit,2405,Sponsorship,29368,Deposit for Sponsorship
2019-08-22,Deposit,3810,Sponsorship,39176,Deposit for Sponsorship
2019-08-23,Withdrawal,847,Inventory,5257,Withdrawal for Inventory
2019-08-25,Deposit,1860,Donations,35069,Deposit for Donations
2019-08-25,Deposit,3817,Sales,35366,Deposit for Sales
2019-08-27,Deposit,4814,Sales,19671,Deposit for Sales
2019-08-28,Withdrawal,456,Loan Payments,4544,Withdrawal for Loan Payments
2019-08-28,Deposit,1225,Sales,18582,Deposit for Sales
2019-08-28,Deposit,353,Sponsorship,5610,Deposit for Sponsorship
2019-08-28,Deposit,3049,Donations,14857,Deposit for Donations
2019-09-01,Withdrawal,1989,Memberships,0,Withdrawal for Memberships
2019-09-02,Deposit,1641,Donations,0,Deposit for Donations
2019-09-03,Deposit,1062,Sponsorship,181,Deposit for Sponsorship
2019-09-03,Deposit,4957,Donations,9957,Deposit for Donations
2019-09-06,Withdrawal,1010,Travel,10917,Withdrawal for Travel
2019-09-06,Withdrawal,1389,Insurance,418,Withdrawal for Insurance
2019-09-09,Withdrawal,270,Maintenance,0,Withdrawal for Maintenance
2019-09-09,Withdrawal,1224,Travel,0,Withdrawal for Travel
2019-09-10,Deposit,1041,Sponsorship,1459,Deposit for Sponsorship
2019-09-10,Withdrawal,1058,Marketing,0,Withdrawal for Marketing
2019-09-11,Deposit,3553,Donations,0,Deposit for Donations
2019-09-11,Withdrawal,1519,Utilities,5383,Withdrawal for Utilities
2019-09-12,Withdrawal,1365,Maintenance,94,Withdrawal for Maintenance
2019-09-13,Withdrawal,1699,Insurance,3856,Withdrawal for Insurance
2019-09-13,Deposit,4065,Sales,0,Deposit for Sales
2019-09-14,Deposit,4799,Sponsorship,4980,Deposit for Sponsorship
2019-09-14,Deposit,3913,Sponsorship,11927,Deposit for Sponsorship
2019-09-15,Deposit,230,Sponsorship,9382,Deposit for Sponsorship
2019-09-17,Withdrawal,2701,Taxes,0,Withdrawal for Taxes
2019-09-18,Deposit,272,Sponsorship,0,Deposit for Sponsorship
2019-09-18,Withdrawal,2049,Loan Payments,1807,Withdrawal for Loan Payments
2019-09-19,Withdrawal,1765,Rent,9152,Withdrawal for Rent
2019-09-20,Deposit,483,Donations,0,Deposit for Donations
2019-09-23,Withdrawal,2249,Payroll,0,Withdrawal for Payroll
2019-09-23,Deposit,1203,Sales,0,Deposit for Sales
2019-09-24,Withdrawal,1943,Memberships,8014,Withdrawal for Memberships
2019-09-25,Withdrawal,349,Travel,0,Withdrawal for Travel
2019-09-27,Withdrawal,2352,Professional Services,0,Withdrawal for Professional Services
2019-09-27,Withdrawal,2480,Insurance,6902,Withdrawal for Insurance
2019-09-28,Deposit,172,Sponsorship,5555,Deposit for Sponsorship
2019-10-01,Withdrawal,907,Professional Services,15301,Withdrawal for Professional Services
2019-10-02,Withdrawal,347,Loan Payments,17556,Withdrawal for Loan Payments
2019-10-03,Withdrawal,2170,Taxes,22266,Withdrawal for Taxes
2019-10-04,Deposit,2349,Sponsorship,16283,Deposit for Sponsorship
2019-10-05,Withdrawal,2512,Office Supplies,18029,Withdrawal for Office Supplies
2019-10-06,Withdrawal,2634,Rent,12052,Withdrawal for Rent
2019-10-07,Deposit,845,Sales,12077,Deposit for Sales
2019-10-08,Deposit,4722,Donations,15292,Deposit for Donations
2019-10-09,Deposit,4816,Donations,22282,Deposit for Donations
2019-10-09,Withdrawal,1367,Travel,13934,Withdrawal for Travel
2019-10-10,Withdrawal,2545,Taxes,20837,Withdrawal for Taxes
2019-10-11,Deposit,4377,Donations,9923,Deposit for Donations
2019-10-12,Withdrawal,1348,Marketing,16208,Withdrawal for Marketing
2019-10-12,Withdrawal,1095,Office Supplies,5546,Withdrawal for Office Supplies
2019-10-13,Withdrawal,820,Loan Payments,11232,Withdrawal for Loan Payments
2019-10-14,Withdrawal,2106,Memberships,15923,Withdrawal for Memberships
2019-10-15,Deposit,1392,Sales,13469,Deposit for Sales
2019-10-15,Deposit,2154,Sponsorship,24436,Deposit for Sponsorship
2019-10-15,Deposit,1172,Sponsorship,10570,Deposit for Sponsorship
2019-10-16,Deposit,2005,Sponsorship,18288,Deposit for Sponsorship
2019-10-16,Withdrawal,2718,Inventory,12574,Withdrawal for Inventory
2019-10-17,Deposit,1116,Sponsorship,23382,Deposit for Sponsorship
2019-10-17,Withdrawal,438,Marketing,20541,Withdrawal for Marketing
2019-10-21,Deposit,1641,Donations,6641,Deposit for Donations
2019-10-22,Deposit,4434,Sales,17903,Deposit for Sales
2019-10-23,Withdrawal,1568,Insurance,11006,Withdrawal for Insurance
2019-10-27,Deposit,3680,Donations,14686,Deposit for Donations
2019-10-27,Withdrawal,822,Loan Payments,17466,Withdrawal for Loan Payments
2019-10-27,Deposit,142,Donations,20979,Deposit for Donations
2019-10-28,Withdrawal,525,Taxes,9398,Withdrawal for Taxes
2019-11-01,Withdrawal,2613,Utilities,14658,Withdrawal for Utilities
2019-11-02,Withdrawal,2988,Rent,11140,Withdrawal for Rent
2019-11-04,Deposit,1144,Donations,12284,Deposit for Donations
2019-11-04,Withdrawal,2899,Professional Services,17307,Withdrawal for Professional Services
2019-11-05,Deposit,3605,Donations,31664,Deposit for Donations
2019-11-05,Deposit,2567,Sales,19018,Deposit for Sales
2019-11-06,Withdrawal,272,Inventory,6268,Withdrawal for Inventory
2019-11-07,Deposit,4996,Donations,24408,Deposit for Donations
2019-11-07,Deposit,1606,Sponsorship,24496,Deposit for Sponsorship
2019-11-07,Deposit,1913,Sponsorship,20206,Deposit for Sponsorship
2019-11-09,Withdrawal,2919,Utilities,20009,Withdrawal for Utilities
2019-11-10,Deposit,3910,Sponsorship,22928,Deposit for Sponsorship
2019-11-11,Deposit,4754,Sales,19412,Deposit for Sales
2019-11-11,Withdrawal,2065,Professional Services,14128,Withdrawal for Professional Services
2019-11-12,Withdrawal,1071,Travel,23337,Withdrawal for Travel
2019-11-14,Deposit,4987,Sponsorship,17271,Deposit for Sponsorship
2019-11-15,Deposit,3563,Sponsorship,28059,Deposit for Sponsorship
2019-11-15,Withdrawal,2456,Rent,7915,Withdrawal for Rent
2019-11-16,Withdrawal,2909,Inventory,5460,Withdrawal for Inventory
2019-11-16,Deposit,3828,Sponsorship,9288,Deposit for Sponsorship
2019-11-21,Deposit,4223,Sponsorship,9223,Deposit for Sponsorship
2019-11-24,Deposit,2101,Sales,8369,Deposit for Sales
2019-11-24,Deposit,1083,Donations,10371,Deposit for Donations
2019-11-25,Deposit,592,Sponsorship,22890,Deposit for Sponsorship
2019-11-25,Deposit,4915,Donations,12830,Deposit for Donations
2019-11-26,Withdrawal,2683,Maintenance,6540,Withdrawal for Maintenance
2019-11-26,Withdrawal,1716,Travel,18293,Withdrawal for Travel
2019-11-27,Withdrawal,1114,Marketing,16193,Withdrawal for Marketing
2019-11-28,Deposit,3621,Sales,16451,Deposit for Sales
2019-11-28,Withdrawal,1039,Office Supplies,22298,Withdrawal for Office Supplies
2019-12-01,Deposit,4307,Donations,21127,Deposit for Donations
2019-12-02,Deposit,530,Sponsorship,10374,Deposit for Sponsorship
2019-12-03,Withdrawal,2398,Utilities,18729,Withdrawal for Utilities
2019-12-04,Deposit,3689,Donations,19086,Deposit for Donations
2019-12-05,Withdrawal,2056,Memberships,8913,Withdrawal for Memberships
2019-12-06,Deposit,898,Sales,16314,Deposit for Sales
2019-12-06,Deposit,962,Sales,12450,Deposit for Sales
2019-12-07,Withdrawal,1744,Payroll,11466,Withdrawal for Payroll
2019-12-08,Withdrawal,2720,Memberships,5391,Withdrawal for Memberships
2019-12-10,Deposit,361,Sponsorship,10969,Deposit for Sponsorship
2019-12-10,Withdrawal,1957,Loan Payments,10909,Withdrawal for Loan Payments
2019-12-11,Deposit,760,Sponsorship,13210,Deposit for Sponsorship
2019-12-14,Withdrawal,2422,Travel,7014,Withdrawal for Travel
2019-12-15,Withdrawal,2266,Marketing,16820,Withdrawal for Marketing
2019-12-17,Deposit,1150,Sponsorship,6150,Deposit for Sponsorship
2019-12-18,Deposit,4582,Sponsorship,13495,Deposit for Sponsorship
2019-12-19,Withdrawal,2263,Payroll,8111,Withdrawal for Payroll
2019-12-20,Deposit,4045,Sponsorship,9436,Deposit for Sponsorship
2019-12-20,Withdrawal,2007,Office Supplies,11488,Withdrawal for Office Supplies
2019-12-20,Withdrawal,1634,Professional Services,17095,Withdrawal for Professional Services
2019-12-21,Deposit,3594,Sponsorship,10608,Deposit for Sponsorship
2019-12-22,Deposit,1933,Sponsorship,8525,Deposit for Sponsorship
2019-12-22,Deposit,2882,Donations,11407,Deposit for Donations
2019-12-22,Deposit,3694,Sales,9844,Deposit for Sales
2019-12-23,Withdrawal,1578,Rent,9331,Withdrawal for Rent
2019-12-25,Deposit,1400,Donations,12866,Deposit for Donations
2019-12-25,Withdrawal,2739,Loan Payments,6592,Withdrawal for Loan Payments
2019-12-26,Withdrawal,1381,Travel,15416,Withdrawal for Travel
2019-12-28,Deposit,3990,Sponsorship,15397,Deposit for Sponsorship
2019-12-28,Withdrawal,298,Office Supplies,16797,Withdrawal for Office Supplies
2020-01-01,Deposit,1918,Sales,8044,Deposit for Sales
2020-01-02,Withdrawal,749,Maintenance,18952,Withdrawal for Maintenance
2020-01-03,Withdrawal,1878,Marketing,6166,Withdrawal for Marketing
2020-01-03,Deposit,3722,Sales,21640,Deposit for Sales
2020-01-03,Deposit,781,Sponsorship,5625,Deposit for Sponsorship
2020-01-04,Deposit,4357,Sales,17918,Deposit for Sales
2020-01-04,Withdrawal,2598,Taxes,22395,Withdrawal for Taxes
2020-01-04,Deposit,3353,Sponsorship,24993,Deposit for Sponsorship
2020-01-06,Withdrawal,1584,Maintenance,20811,Withdrawal for Maintenance
2020-01-07,Withdrawal,1528,Travel,4844,Withdrawal for Travel
2020-01-08,Withdrawal,2304,Travel,3557,Withdrawal for Travel
2020-01-09,Withdrawal,2023,Travel,5861,Withdrawal for Travel
2020-01-10,Deposit,497,Sales,10939,Deposit for Sales
2020-01-10,Deposit,1192,Donations,22003,Deposit for Donations
2020-01-13,Deposit,4817,Sponsorship,10442,Deposit for Sponsorship
2020-01-13,Deposit,1698,Sponsorship,8080,Deposit for Sponsorship
2020-01-13,Withdrawal,196,Office Supplies,7884,Withdrawal for Office Supplies
2020-01-14,Deposit,1738,Sponsorship,19701,Deposit for Sponsorship
2020-01-15,Withdrawal,231,Taxes,17963,Withdrawal for Taxes
2020-01-16,Withdrawal,1917,Office Supplies,19436,Withdrawal for Office Supplies
2020-01-16,Withdrawal,1544,Maintenance,9131,Withdrawal for Maintenance
2020-01-17,Withdrawal,650,Office Supplies,21353,Withdrawal for Office Supplies
2020-01-17,Withdrawal,2749,Marketing,6382,Withdrawal for Marketing
2020-01-17,Deposit,4509,Sales,10675,Deposit for Sales
2020-01-18,Deposit,124,Sales,13561,Deposit for Sales
2020-01-20,Deposit,2498,Donations,13437,Deposit for Donations
2020-01-21,Withdrawal,1242,Payroll,18194,Withdrawal for Payroll
2020-01-23,Withdrawal,1640,Professional Services,6372,Withdrawal for Professional Services
2020-01-25,Deposit,1126,Sales,6126,Deposit for Sales
2020-01-27,Deposit,4455,Sales,8012,Deposit for Sales
2020-02-03,Withdrawal,2994,Inventory,10451,Withdrawal for Inventory
2020-02-03,Deposit,1763,Sales,273,Deposit for Sales
2020-02-04,Withdrawal,1016,Taxes,3189,Withdrawal for Taxes
2020-02-04,Deposit,532,Sponsorship,6782,Deposit for Sponsorship
2020-02-06,Withdrawal,1182,Travel,5600,Withdrawal for Travel
2020-02-07,Deposit,4034,Sponsorship,7246,Deposit for Sponsorship
2020-02-07,Withdrawal,1732,Loan Payments,7240,Withdrawal for Loan Payments
2020-02-08,Deposit,2283,Sales,4205,Deposit for Sales
2020-02-09,Withdrawal,2657,Travel,2124,Withdrawal for Travel
2020-02-09,Withdrawal,1960,Memberships,1173,Withdrawal for Memberships
2020-02-10,Withdrawal,210,Insurance,2979,Withdrawal for Insurance
2020-02-10,Deposit,3364,Donations,13815,Deposit for Donations
2020-02-11,Deposit,2063,Sales,8511,Deposit for Sales
2020-02-11,Withdrawal,1324,Memberships,6678,Withdrawal for Memberships
2020-02-14,Withdrawal,1145,Rent,3212,Withdrawal for Rent
2020-02-15,Deposit,3582,Sponsorship,4781,Deposit for Sponsorship
2020-02-15,Deposit,1649,Sales,1922,Deposit for Sales
2020-02-15,Deposit,331,Sales,10522,Deposit for Sales
2020-02-15,Withdrawal,1867,Office Supplies,3133,Withdrawal for Office Supplies
2020-02-16,Withdrawal,230,Marketing,6448,Withdrawal for Marketing
2020-02-17,Withdrawal,1780,Insurance,1199,Withdrawal for Insurance
2020-02-17,Deposit,4934,Sponsorship,13445,Deposit for Sponsorship
2020-02-17,Withdrawal,2663,Loan Payments,0,Withdrawal for Loan Payments
2020-02-20,Withdrawal,1550,Maintenance,8972,Withdrawal for Maintenance
2020-02-21,Deposit,4126,Sales,6250,Deposit for Sales
2020-02-22,Deposit,643,Sponsorship,6243,Deposit for Sponsorship
2020-02-22,Deposit,756,Donations,8002,Deposit for Donations
2020-02-23,Withdrawal,2219,Maintenance,10191,Withdrawal for Maintenance
2020-02-24,Withdrawal,1886,Utilities,4357,Withdrawal for Utilities
2020-02-27,Withdrawal,1405,Maintenance,12410,Withdrawal for Maintenance
2020-03-01,Deposit,3788,Donations,17033,Deposit for Donations
2020-03-02,Withdrawal,1658,Taxes,13245,Withdrawal for Taxes
2020-03-03,Deposit,1077,Sponsorship,12969,Deposit for Sponsorship
2020-03-03,Withdrawal,779,Marketing,11892,Withdrawal for Marketing
2020-03-06,Deposit,3014,Donations,31671,Deposit for Donations
2020-03-08,Withdrawal,1340,Office Supplies,25146,Withdrawal for Office Supplies
2020-03-08,Deposit,3939,Sales,8939,Deposit for Sales
2020-03-08,Deposit,825,Sales,12671,Deposit for Sales
2020-03-09,Withdrawal,377,Utilities,24637,Withdrawal for Utilities
2020-03-10,Withdrawal,2508,Inventory,26441,Withdrawal for Inventory
2020-03-10,Deposit,1784,Sales,30762,Deposit for Sales
2020-03-11,Withdrawal,978,Memberships,14903,Withdrawal for Memberships
2020-03-13,Withdrawal,982,Taxes,30463,Withdrawal for Taxes
2020-03-15,Withdrawal,2407,Taxes,31691,Withdrawal for Taxes
